"","Var1","Var2","Freq"
"1","1552","Channel Islands",0
"2","1638","Channel Islands",0
"3","1701","Channel Islands",0
"4","1813","Channel Islands",0
"5","1832","Channel Islands",0
"6","1856","Channel Islands",0
"7","1857","Channel Islands",0
"8","1859","Channel Islands",0
"9","1860","Channel Islands",0
"10","1861","Channel Islands",0
"11","1862","Channel Islands",0
"12","1863","Channel Islands",0
"13","1864","Channel Islands",0
"14","1865","Channel Islands",0
"15","1866","Channel Islands",0
"16","1867","Channel Islands",0
"17","1868","Channel Islands",0
"18","1869","Channel Islands",0
"19","1870","Channel Islands",0
"20","1871","Channel Islands",0
"21","1872","Channel Islands",0
"22","1873","Channel Islands",0
"23","1874","Channel Islands",0
"24","1875","Channel Islands",0
"25","1876","Channel Islands",0
"26","1877","Channel Islands",0
"27","1878","Channel Islands",0
"28","1879","Channel Islands",0
"29","1880","Channel Islands",0
"30","1881","Channel Islands",0
"31","1882","Channel Islands",0
"32","1883","Channel Islands",0
"33","1884","Channel Islands",0
"34","1885","Channel Islands",0
"35","1886","Channel Islands",0
"36","1887","Channel Islands",0
"37","1888","Channel Islands",0
"38","1889","Channel Islands",0
"39","1890","Channel Islands",0
"40","1891","Channel Islands",0
"41","1892","Channel Islands",0
"42","1893","Channel Islands",0
"43","1894","Channel Islands",0
"44","1895","Channel Islands",0
"45","1896","Channel Islands",0
"46","1897","Channel Islands",0
"47","1898","Channel Islands",0
"48","1899","Channel Islands",0
"49","1900","Channel Islands",0
"50","1901","Channel Islands",0
"51","1902","Channel Islands",0
"52","1903","Channel Islands",0
"53","1904","Channel Islands",0
"54","1905","Channel Islands",0
"55","1906","Channel Islands",0
"56","1907","Channel Islands",0
"57","1908","Channel Islands",0
"58","1909","Channel Islands",0
"59","1910","Channel Islands",0
"60","1911","Channel Islands",0
"61","1912","Channel Islands",0
"62","1913","Channel Islands",0
"63","1914","Channel Islands",0
"64","1915","Channel Islands",0
"65","1916","Channel Islands",0
"66","1917","Channel Islands",0
"67","1918","Channel Islands",0
"68","1919","Channel Islands",0
"69","1920","Channel Islands",0
"70","1921","Channel Islands",0
"71","1922","Channel Islands",0
"72","1923","Channel Islands",0
"73","1924","Channel Islands",0
"74","1925","Channel Islands",0
"75","1926","Channel Islands",0
"76","1927","Channel Islands",0
"77","1928","Channel Islands",0
"78","1929","Channel Islands",0
"79","1930","Channel Islands",0
"80","1931","Channel Islands",0
"81","1932","Channel Islands",0
"82","1933","Channel Islands",0
"83","1934","Channel Islands",0
"84","1935","Channel Islands",0
"85","1936","Channel Islands",0
"86","1937","Channel Islands",0
"87","1938","Channel Islands",0
"88","1939","Channel Islands",0
"89","1940","Channel Islands",0
"90","1941","Channel Islands",0
"91","1942","Channel Islands",0
"92","1943","Channel Islands",0
"93","1944","Channel Islands",0
"94","1945","Channel Islands",0
"95","1946","Channel Islands",0
"96","1947","Channel Islands",0
"97","1948","Channel Islands",0
"98","1949","Channel Islands",0
"99","1950","Channel Islands",0
"100","1951","Channel Islands",0
"101","1952","Channel Islands",0
"102","1953","Channel Islands",0
"103","1954","Channel Islands",0
"104","1955","Channel Islands",0
"105","1956","Channel Islands",0
"106","1957","Channel Islands",0
"107","1958","Channel Islands",0
"108","1959","Channel Islands",0
"109","1960","Channel Islands",0
"110","1961","Channel Islands",0
"111","1962","Channel Islands",0
"112","1963","Channel Islands",0
"113","1964","Channel Islands",0
"114","1965","Channel Islands",0
"115","1966","Channel Islands",0
"116","1967","Channel Islands",0
"117","1968","Channel Islands",0
"118","1969","Channel Islands",0
"119","1970","Channel Islands",0
"120","1971","Channel Islands",1
"121","1972","Channel Islands",1
"122","1973","Channel Islands",0
"123","1974","Channel Islands",1
"124","1975","Channel Islands",0
"125","1976","Channel Islands",0
"126","1977","Channel Islands",0
"127","1978","Channel Islands",1
"128","1979","Channel Islands",0
"129","1980","Channel Islands",1
"130","1981","Channel Islands",1
"131","1982","Channel Islands",0
"132","1983","Channel Islands",1
"133","1984","Channel Islands",1
"134","1985","Channel Islands",0
"135","1986","Channel Islands",3
"136","1987","Channel Islands",2
"137","1988","Channel Islands",0
"138","1989","Channel Islands",4
"139","1990","Channel Islands",1
"140","1991","Channel Islands",3
"141","1992","Channel Islands",4
"142","1993","Channel Islands",12
"143","1994","Channel Islands",9
"144","1995","Channel Islands",3
"145","1996","Channel Islands",5
"146","1997","Channel Islands",9
"147","1998","Channel Islands",16
"148","1999","Channel Islands",18
"149","2000","Channel Islands",37
"150","2001","Channel Islands",50
"151","2002","Channel Islands",17
"152","2003","Channel Islands",27
"153","2004","Channel Islands",45
"154","2005","Channel Islands",104
"155","2006","Channel Islands",78
"156","2007","Channel Islands",72
"157","2008","Channel Islands",74
"158","2009","Channel Islands",27
"159","2010","Channel Islands",54
"160","2011","Channel Islands",90
"161","2012","Channel Islands",58
"162","2013","Channel Islands",54
"163","2014","Channel Islands",77
"164","2015","Channel Islands",104
"165","2016","Channel Islands",137
"166","2017","Channel Islands",90
"167","2018","Channel Islands",7
"168","1552","East Midlands",0
"169","1638","East Midlands",0
"170","1701","East Midlands",0
"171","1813","East Midlands",0
"172","1832","East Midlands",0
"173","1856","East Midlands",0
"174","1857","East Midlands",0
"175","1859","East Midlands",0
"176","1860","East Midlands",0
"177","1861","East Midlands",0
"178","1862","East Midlands",0
"179","1863","East Midlands",0
"180","1864","East Midlands",1
"181","1865","East Midlands",1
"182","1866","East Midlands",1
"183","1867","East Midlands",1
"184","1868","East Midlands",0
"185","1869","East Midlands",0
"186","1870","East Midlands",0
"187","1871","East Midlands",0
"188","1872","East Midlands",0
"189","1873","East Midlands",3
"190","1874","East Midlands",1
"191","1875","East Midlands",6
"192","1876","East Midlands",2
"193","1877","East Midlands",4
"194","1878","East Midlands",2
"195","1879","East Midlands",2
"196","1880","East Midlands",2
"197","1881","East Midlands",3
"198","1882","East Midlands",1
"199","1883","East Midlands",2
"200","1884","East Midlands",5
"201","1885","East Midlands",3
"202","1886","East Midlands",5
"203","1887","East Midlands",4
"204","1888","East Midlands",6
"205","1889","East Midlands",8
"206","1890","East Midlands",7
"207","1891","East Midlands",8
"208","1892","East Midlands",9
"209","1893","East Midlands",10
"210","1894","East Midlands",4
"211","1895","East Midlands",7
"212","1896","East Midlands",10
"213","1897","East Midlands",19
"214","1898","East Midlands",14
"215","1899","East Midlands",19
"216","1900","East Midlands",16
"217","1901","East Midlands",11
"218","1902","East Midlands",4
"219","1903","East Midlands",10
"220","1904","East Midlands",14
"221","1905","East Midlands",15
"222","1906","East Midlands",16
"223","1907","East Midlands",17
"224","1908","East Midlands",20
"225","1909","East Midlands",20
"226","1910","East Midlands",27
"227","1911","East Midlands",26
"228","1912","East Midlands",16
"229","1913","East Midlands",24
"230","1914","East Midlands",33
"231","1915","East Midlands",16
"232","1916","East Midlands",10
"233","1917","East Midlands",20
"234","1918","East Midlands",12
"235","1919","East Midlands",43
"236","1920","East Midlands",54
"237","1921","East Midlands",38
"238","1922","East Midlands",39
"239","1923","East Midlands",46
"240","1924","East Midlands",30
"241","1925","East Midlands",34
"242","1926","East Midlands",41
"243","1927","East Midlands",35
"244","1928","East Midlands",52
"245","1929","East Midlands",54
"246","1930","East Midlands",53
"247","1931","East Midlands",45
"248","1932","East Midlands",48
"249","1933","East Midlands",56
"250","1934","East Midlands",71
"251","1935","East Midlands",70
"252","1936","East Midlands",90
"253","1937","East Midlands",90
"254","1938","East Midlands",83
"255","1939","East Midlands",72
"256","1940","East Midlands",40
"257","1941","East Midlands",70
"258","1942","East Midlands",50
"259","1943","East Midlands",59
"260","1944","East Midlands",67
"261","1945","East Midlands",77
"262","1946","East Midlands",214
"263","1947","East Midlands",180
"264","1948","East Midlands",142
"265","1949","East Midlands",131
"266","1950","East Midlands",122
"267","1951","East Midlands",134
"268","1952","East Midlands",128
"269","1953","East Midlands",115
"270","1954","East Midlands",211
"271","1955","East Midlands",179
"272","1956","East Midlands",194
"273","1957","East Midlands",216
"274","1958","East Midlands",222
"275","1959","East Midlands",281
"276","1960","East Midlands",335
"277","1961","East Midlands",342
"278","1962","East Midlands",318
"279","1963","East Midlands",334
"280","1964","East Midlands",436
"281","1965","East Midlands",367
"282","1966","East Midlands",248
"283","1967","East Midlands",265
"284","1968","East Midlands",244
"285","1969","East Midlands",276
"286","1970","East Midlands",306
"287","1971","East Midlands",398
"288","1972","East Midlands",518
"289","1973","East Midlands",680
"290","1974","East Midlands",487
"291","1975","East Midlands",504
"292","1976","East Midlands",641
"293","1977","East Midlands",718
"294","1978","East Midlands",738
"295","1979","East Midlands",713
"296","1980","East Midlands",722
"297","1981","East Midlands",827
"298","1982","East Midlands",951
"299","1983","East Midlands",1014
"300","1984","East Midlands",1095
"301","1985","East Midlands",1178
"302","1986","East Midlands",1345
"303","1987","East Midlands",1564
"304","1988","East Midlands",1638
"305","1989","East Midlands",1606
"306","1990","East Midlands",1592
"307","1991","East Midlands",1526
"308","1992","East Midlands",1620
"309","1993","East Midlands",1858
"310","1994","East Midlands",2039
"311","1995","East Midlands",2364
"312","1996","East Midlands",2888
"313","1997","East Midlands",3586
"314","1998","East Midlands",3863
"315","1999","East Midlands",4556
"316","2000","East Midlands",5314
"317","2001","East Midlands",5598
"318","2002","East Midlands",9564
"319","2003","East Midlands",12736
"320","2004","East Midlands",9052
"321","2005","East Midlands",9816
"322","2006","East Midlands",11173
"323","2007","East Midlands",12506
"324","2008","East Midlands",11854
"325","2009","East Midlands",13343
"326","2010","East Midlands",15708
"327","2011","East Midlands",19589
"328","2012","East Midlands",22759
"329","2013","East Midlands",26794
"330","2014","East Midlands",33952
"331","2015","East Midlands",39415
"332","2016","East Midlands",48587
"333","2017","East Midlands",59575
"334","2018","East Midlands",10204
"335","1552","Greater London",0
"336","1638","Greater London",0
"337","1701","Greater London",0
"338","1813","Greater London",0
"339","1832","Greater London",0
"340","1856","Greater London",4
"341","1857","Greater London",1
"342","1859","Greater London",0
"343","1860","Greater London",0
"344","1861","Greater London",0
"345","1862","Greater London",4
"346","1863","Greater London",3
"347","1864","Greater London",6
"348","1865","Greater London",2
"349","1866","Greater London",2
"350","1867","Greater London",0
"351","1868","Greater London",1
"352","1869","Greater London",0
"353","1870","Greater London",2
"354","1871","Greater London",2
"355","1872","Greater London",7
"356","1873","Greater London",5
"357","1874","Greater London",3
"358","1875","Greater London",2
"359","1876","Greater London",4
"360","1877","Greater London",4
"361","1878","Greater London",2
"362","1879","Greater London",8
"363","1880","Greater London",6
"364","1881","Greater London",9
"365","1882","Greater London",4
"366","1883","Greater London",2
"367","1884","Greater London",7
"368","1885","Greater London",8
"369","1886","Greater London",16
"370","1887","Greater London",8
"371","1888","Greater London",21
"372","1889","Greater London",15
"373","1890","Greater London",17
"374","1891","Greater London",8
"375","1892","Greater London",17
"376","1893","Greater London",22
"377","1894","Greater London",19
"378","1895","Greater London",23
"379","1896","Greater London",35
"380","1897","Greater London",41
"381","1898","Greater London",53
"382","1899","Greater London",35
"383","1900","Greater London",58
"384","1901","Greater London",24
"385","1902","Greater London",22
"386","1903","Greater London",33
"387","1904","Greater London",29
"388","1905","Greater London",40
"389","1906","Greater London",38
"390","1907","Greater London",37
"391","1908","Greater London",41
"392","1909","Greater London",60
"393","1910","Greater London",50
"394","1911","Greater London",49
"395","1912","Greater London",47
"396","1913","Greater London",44
"397","1914","Greater London",44
"398","1915","Greater London",40
"399","1916","Greater London",30
"400","1917","Greater London",43
"401","1918","Greater London",35
"402","1919","Greater London",98
"403","1920","Greater London",124
"404","1921","Greater London",74
"405","1922","Greater London",69
"406","1923","Greater London",85
"407","1924","Greater London",79
"408","1925","Greater London",95
"409","1926","Greater London",91
"410","1927","Greater London",99
"411","1928","Greater London",112
"412","1929","Greater London",125
"413","1930","Greater London",110
"414","1931","Greater London",108
"415","1932","Greater London",113
"416","1933","Greater London",135
"417","1934","Greater London",155
"418","1935","Greater London",190
"419","1936","Greater London",180
"420","1937","Greater London",182
"421","1938","Greater London",179
"422","1939","Greater London",161
"423","1940","Greater London",75
"424","1941","Greater London",88
"425","1942","Greater London",74
"426","1943","Greater London",77
"427","1944","Greater London",104
"428","1945","Greater London",154
"429","1946","Greater London",336
"430","1947","Greater London",301
"431","1948","Greater London",232
"432","1949","Greater London",233
"433","1950","Greater London",236
"434","1951","Greater London",222
"435","1952","Greater London",216
"436","1953","Greater London",256
"437","1954","Greater London",282
"438","1955","Greater London",356
"439","1956","Greater London",340
"440","1957","Greater London",406
"441","1958","Greater London",520
"442","1959","Greater London",691
"443","1960","Greater London",741
"444","1961","Greater London",731
"445","1962","Greater London",818
"446","1963","Greater London",928
"447","1964","Greater London",954
"448","1965","Greater London",677
"449","1966","Greater London",605
"450","1967","Greater London",679
"451","1968","Greater London",514
"452","1969","Greater London",682
"453","1970","Greater London",823
"454","1971","Greater London",981
"455","1972","Greater London",1233
"456","1973","Greater London",1432
"457","1974","Greater London",987
"458","1975","Greater London",1045
"459","1976","Greater London",1309
"460","1977","Greater London",1453
"461","1978","Greater London",1679
"462","1979","Greater London",1675
"463","1980","Greater London",1874
"464","1981","Greater London",2218
"465","1982","Greater London",2437
"466","1983","Greater London",2740
"467","1984","Greater London",2911
"468","1985","Greater London",3293
"469","1986","Greater London",3881
"470","1987","Greater London",4204
"471","1988","Greater London",4275
"472","1989","Greater London",4122
"473","1990","Greater London",3937
"474","1991","Greater London",4158
"475","1992","Greater London",4262
"476","1993","Greater London",5118
"477","1994","Greater London",5613
"478","1995","Greater London",6530
"479","1996","Greater London",7767
"480","1997","Greater London",9318
"481","1998","Greater London",10084
"482","1999","Greater London",11895
"483","2000","Greater London",13178
"484","2001","Greater London",13034
"485","2002","Greater London",17341
"486","2003","Greater London",21255
"487","2004","Greater London",20451
"488","2005","Greater London",22554
"489","2006","Greater London",26418
"490","2007","Greater London",29796
"491","2008","Greater London",27720
"492","2009","Greater London",32864
"493","2010","Greater London",42195
"494","2011","Greater London",52201
"495","2012","Greater London",63617
"496","2013","Greater London",78754
"497","2014","Greater London",101574
"498","2015","Greater London",124973
"499","2016","Greater London",167085
"500","2017","Greater London",217508
"501","2018","Greater London",40301
"502","1552","Isle of Man",0
"503","1638","Isle of Man",0
"504","1701","Isle of Man",0
"505","1813","Isle of Man",0
"506","1832","Isle of Man",0
"507","1856","Isle of Man",0
"508","1857","Isle of Man",0
"509","1859","Isle of Man",0
"510","1860","Isle of Man",0
"511","1861","Isle of Man",0
"512","1862","Isle of Man",0
"513","1863","Isle of Man",0
"514","1864","Isle of Man",0
"515","1865","Isle of Man",0
"516","1866","Isle of Man",0
"517","1867","Isle of Man",0
"518","1868","Isle of Man",0
"519","1869","Isle of Man",0
"520","1870","Isle of Man",0
"521","1871","Isle of Man",0
"522","1872","Isle of Man",0
"523","1873","Isle of Man",0
"524","1874","Isle of Man",0
"525","1875","Isle of Man",0
"526","1876","Isle of Man",0
"527","1877","Isle of Man",0
"528","1878","Isle of Man",0
"529","1879","Isle of Man",0
"530","1880","Isle of Man",0
"531","1881","Isle of Man",0
"532","1882","Isle of Man",0
"533","1883","Isle of Man",0
"534","1884","Isle of Man",0
"535","1885","Isle of Man",0
"536","1886","Isle of Man",0
"537","1887","Isle of Man",0
"538","1888","Isle of Man",0
"539","1889","Isle of Man",0
"540","1890","Isle of Man",0
"541","1891","Isle of Man",0
"542","1892","Isle of Man",0
"543","1893","Isle of Man",0
"544","1894","Isle of Man",0
"545","1895","Isle of Man",0
"546","1896","Isle of Man",0
"547","1897","Isle of Man",0
"548","1898","Isle of Man",0
"549","1899","Isle of Man",0
"550","1900","Isle of Man",0
"551","1901","Isle of Man",0
"552","1902","Isle of Man",0
"553","1903","Isle of Man",0
"554","1904","Isle of Man",0
"555","1905","Isle of Man",0
"556","1906","Isle of Man",0
"557","1907","Isle of Man",0
"558","1908","Isle of Man",0
"559","1909","Isle of Man",0
"560","1910","Isle of Man",0
"561","1911","Isle of Man",0
"562","1912","Isle of Man",0
"563","1913","Isle of Man",0
"564","1914","Isle of Man",0
"565","1915","Isle of Man",0
"566","1916","Isle of Man",0
"567","1917","Isle of Man",0
"568","1918","Isle of Man",0
"569","1919","Isle of Man",0
"570","1920","Isle of Man",0
"571","1921","Isle of Man",0
"572","1922","Isle of Man",0
"573","1923","Isle of Man",0
"574","1924","Isle of Man",0
"575","1925","Isle of Man",0
"576","1926","Isle of Man",0
"577","1927","Isle of Man",1
"578","1928","Isle of Man",1
"579","1929","Isle of Man",2
"580","1930","Isle of Man",0
"581","1931","Isle of Man",0
"582","1932","Isle of Man",0
"583","1933","Isle of Man",0
"584","1934","Isle of Man",0
"585","1935","Isle of Man",0
"586","1936","Isle of Man",0
"587","1937","Isle of Man",0
"588","1938","Isle of Man",0
"589","1939","Isle of Man",0
"590","1940","Isle of Man",0
"591","1941","Isle of Man",0
"592","1942","Isle of Man",0
"593","1943","Isle of Man",0
"594","1944","Isle of Man",0
"595","1945","Isle of Man",0
"596","1946","Isle of Man",0
"597","1947","Isle of Man",0
"598","1948","Isle of Man",0
"599","1949","Isle of Man",0
"600","1950","Isle of Man",0
"601","1951","Isle of Man",0
"602","1952","Isle of Man",0
"603","1953","Isle of Man",0
"604","1954","Isle of Man",0
"605","1955","Isle of Man",0
"606","1956","Isle of Man",0
"607","1957","Isle of Man",0
"608","1958","Isle of Man",0
"609","1959","Isle of Man",0
"610","1960","Isle of Man",0
"611","1961","Isle of Man",0
"612","1962","Isle of Man",0
"613","1963","Isle of Man",0
"614","1964","Isle of Man",0
"615","1965","Isle of Man",0
"616","1966","Isle of Man",1
"617","1967","Isle of Man",0
"618","1968","Isle of Man",0
"619","1969","Isle of Man",0
"620","1970","Isle of Man",1
"621","1971","Isle of Man",0
"622","1972","Isle of Man",0
"623","1973","Isle of Man",0
"624","1974","Isle of Man",0
"625","1975","Isle of Man",0
"626","1976","Isle of Man",0
"627","1977","Isle of Man",0
"628","1978","Isle of Man",1
"629","1979","Isle of Man",1
"630","1980","Isle of Man",1
"631","1981","Isle of Man",0
"632","1982","Isle of Man",1
"633","1983","Isle of Man",0
"634","1984","Isle of Man",0
"635","1985","Isle of Man",0
"636","1986","Isle of Man",2
"637","1987","Isle of Man",0
"638","1988","Isle of Man",0
"639","1989","Isle of Man",2
"640","1990","Isle of Man",2
"641","1991","Isle of Man",2
"642","1992","Isle of Man",3
"643","1993","Isle of Man",6
"644","1994","Isle of Man",1
"645","1995","Isle of Man",0
"646","1996","Isle of Man",183
"647","1997","Isle of Man",28
"648","1998","Isle of Man",9
"649","1999","Isle of Man",3
"650","2000","Isle of Man",4
"651","2001","Isle of Man",4
"652","2002","Isle of Man",4
"653","2003","Isle of Man",1
"654","2004","Isle of Man",4
"655","2005","Isle of Man",22
"656","2006","Isle of Man",2
"657","2007","Isle of Man",7
"658","2008","Isle of Man",2
"659","2009","Isle of Man",13
"660","2010","Isle of Man",5
"661","2011","Isle of Man",2
"662","2012","Isle of Man",11
"663","2013","Isle of Man",12
"664","2014","Isle of Man",27
"665","2015","Isle of Man",14
"666","2016","Isle of Man",19
"667","2017","Isle of Man",17
"668","2018","Isle of Man",3
"669","1552","Non-geographic",0
"670","1638","Non-geographic",0
"671","1701","Non-geographic",0
"672","1813","Non-geographic",0
"673","1832","Non-geographic",0
"674","1856","Non-geographic",0
"675","1857","Non-geographic",0
"676","1859","Non-geographic",0
"677","1860","Non-geographic",0
"678","1861","Non-geographic",0
"679","1862","Non-geographic",0
"680","1863","Non-geographic",0
"681","1864","Non-geographic",0
"682","1865","Non-geographic",0
"683","1866","Non-geographic",0
"684","1867","Non-geographic",0
"685","1868","Non-geographic",0
"686","1869","Non-geographic",0
"687","1870","Non-geographic",0
"688","1871","Non-geographic",0
"689","1872","Non-geographic",0
"690","1873","Non-geographic",0
"691","1874","Non-geographic",0
"692","1875","Non-geographic",0
"693","1876","Non-geographic",0
"694","1877","Non-geographic",0
"695","1878","Non-geographic",0
"696","1879","Non-geographic",0
"697","1880","Non-geographic",0
"698","1881","Non-geographic",0
"699","1882","Non-geographic",0
"700","1883","Non-geographic",0
"701","1884","Non-geographic",0
"702","1885","Non-geographic",0
"703","1886","Non-geographic",0
"704","1887","Non-geographic",0
"705","1888","Non-geographic",0
"706","1889","Non-geographic",0
"707","1890","Non-geographic",0
"708","1891","Non-geographic",0
"709","1892","Non-geographic",0
"710","1893","Non-geographic",0
"711","1894","Non-geographic",0
"712","1895","Non-geographic",0
"713","1896","Non-geographic",0
"714","1897","Non-geographic",0
"715","1898","Non-geographic",0
"716","1899","Non-geographic",0
"717","1900","Non-geographic",0
"718","1901","Non-geographic",0
"719","1902","Non-geographic",0
"720","1903","Non-geographic",0
"721","1904","Non-geographic",0
"722","1905","Non-geographic",0
"723","1906","Non-geographic",0
"724","1907","Non-geographic",0
"725","1908","Non-geographic",0
"726","1909","Non-geographic",0
"727","1910","Non-geographic",0
"728","1911","Non-geographic",0
"729","1912","Non-geographic",0
"730","1913","Non-geographic",0
"731","1914","Non-geographic",0
"732","1915","Non-geographic",0
"733","1916","Non-geographic",0
"734","1917","Non-geographic",0
"735","1918","Non-geographic",0
"736","1919","Non-geographic",0
"737","1920","Non-geographic",0
"738","1921","Non-geographic",0
"739","1922","Non-geographic",0
"740","1923","Non-geographic",0
"741","1924","Non-geographic",0
"742","1925","Non-geographic",0
"743","1926","Non-geographic",0
"744","1927","Non-geographic",0
"745","1928","Non-geographic",0
"746","1929","Non-geographic",0
"747","1930","Non-geographic",0
"748","1931","Non-geographic",0
"749","1932","Non-geographic",0
"750","1933","Non-geographic",0
"751","1934","Non-geographic",0
"752","1935","Non-geographic",0
"753","1936","Non-geographic",0
"754","1937","Non-geographic",0
"755","1938","Non-geographic",0
"756","1939","Non-geographic",0
"757","1940","Non-geographic",0
"758","1941","Non-geographic",0
"759","1942","Non-geographic",0
"760","1943","Non-geographic",0
"761","1944","Non-geographic",0
"762","1945","Non-geographic",0
"763","1946","Non-geographic",0
"764","1947","Non-geographic",0
"765","1948","Non-geographic",0
"766","1949","Non-geographic",0
"767","1950","Non-geographic",0
"768","1951","Non-geographic",0
"769","1952","Non-geographic",0
"770","1953","Non-geographic",0
"771","1954","Non-geographic",0
"772","1955","Non-geographic",0
"773","1956","Non-geographic",0
"774","1957","Non-geographic",0
"775","1958","Non-geographic",0
"776","1959","Non-geographic",0
"777","1960","Non-geographic",0
"778","1961","Non-geographic",0
"779","1962","Non-geographic",0
"780","1963","Non-geographic",0
"781","1964","Non-geographic",0
"782","1965","Non-geographic",0
"783","1966","Non-geographic",0
"784","1967","Non-geographic",0
"785","1968","Non-geographic",0
"786","1969","Non-geographic",0
"787","1970","Non-geographic",0
"788","1971","Non-geographic",0
"789","1972","Non-geographic",0
"790","1973","Non-geographic",0
"791","1974","Non-geographic",0
"792","1975","Non-geographic",0
"793","1976","Non-geographic",0
"794","1977","Non-geographic",0
"795","1978","Non-geographic",0
"796","1979","Non-geographic",0
"797","1980","Non-geographic",0
"798","1981","Non-geographic",0
"799","1982","Non-geographic",0
"800","1983","Non-geographic",0
"801","1984","Non-geographic",0
"802","1985","Non-geographic",0
"803","1986","Non-geographic",0
"804","1987","Non-geographic",0
"805","1988","Non-geographic",0
"806","1989","Non-geographic",0
"807","1990","Non-geographic",0
"808","1991","Non-geographic",0
"809","1992","Non-geographic",0
"810","1993","Non-geographic",0
"811","1994","Non-geographic",0
"812","1995","Non-geographic",0
"813","1996","Non-geographic",0
"814","1997","Non-geographic",0
"815","1998","Non-geographic",0
"816","1999","Non-geographic",0
"817","2000","Non-geographic",0
"818","2001","Non-geographic",0
"819","2002","Non-geographic",0
"820","2003","Non-geographic",0
"821","2004","Non-geographic",0
"822","2005","Non-geographic",0
"823","2006","Non-geographic",0
"824","2007","Non-geographic",0
"825","2008","Non-geographic",0
"826","2009","Non-geographic",0
"827","2010","Non-geographic",0
"828","2011","Non-geographic",0
"829","2012","Non-geographic",0
"830","2013","Non-geographic",1
"831","2014","Non-geographic",0
"832","2015","Non-geographic",1
"833","2016","Non-geographic",0
"834","2017","Non-geographic",1
"835","2018","Non-geographic",0
"836","1552","North East",0
"837","1638","North East",0
"838","1701","North East",0
"839","1813","North East",0
"840","1832","North East",0
"841","1856","North East",0
"842","1857","North East",0
"843","1859","North East",0
"844","1860","North East",1
"845","1861","North East",0
"846","1862","North East",0
"847","1863","North East",1
"848","1864","North East",0
"849","1865","North East",0
"850","1866","North East",0
"851","1867","North East",1
"852","1868","North East",0
